Target,Admission grade,Age at enrollment,Debtor,Scholarship holder
1,1.9351641094672356,0.09685770440124603,0,0
2,-0.5440553403311146,-0.4303628237699172,0,1
0,-0.29544280497529063,0.22866283644403682,0,0
2,-0.6269261854497216,-0.4303628237699172,0,1
2,0.20868816949623997,-0.034947427641544786,0,0
2,-0.48190220649215837,-0.562167955812708,0,1
0,0.20868816949623997,0.7558833646152,1,0
2,-0.702891126808446,-0.2985576917271264,0,0
2,-0.24710147865610252,-0.6939730878554988,0,1
1,-0.10898340345842286,-0.562167955812708,0,0
0,0.01532286421948863,-0.6939730878554988,0,1
2,-1.6282822306328992,-0.562167955812708,0,0
1,-0.2609132861758707,-0.6939730878554988,0,0
2,-0.19876015233691544,-0.6939730878554988,0,0
0,-1.897612477268375,1.8103244209575264,1,1
2,-0.1435129222578428,0.7558833646152,0,0
1,-1.117245352401485,-0.6939730878554988,0,0
2,-0.5578671478508818,-0.562167955812708,0,1
0,-0.5647730516107663,-0.16675255968433558,1,0
2,0.6921014326881187,-0.4303628237699172,0,1
0,-1.863082958468955,1.414909024829154,0,0
0,-0.48190220649215837,0.8876884966579909,1,0
2,-0.28853690121540704,-0.6939730878554988,0,0
2,-0.371407746334015,-0.6939730878554988,0,0
2,1.5346216913939639,-0.6939730878554988,0,0
2,0.8992785454846383,-0.6939730878554988,0,0
2,0.4434888973322958,-0.562167955812708,0,1
2,-0.0537361733793512,-0.562167955812708,0,1
2,0.05675828677879213,-0.6939730878554988,0,1
2,1.5898689214730366,-0.2985576917271264,0,1
0,-0.9169741433648491,-0.4303628237699172,0,0
2,-0.6338320892096062,-0.4303628237699172,0,0
2,0.671383721408466,-0.562167955812708,0,0
2,1.2238560221991848,-0.4303628237699172,0,0
2,0.8854667379648711,-0.6939730878554988,0,0
0,-0.9169741433648491,-0.4303628237699172,0,0
0,0.8992785454846383,0.7558833646152,1,0
1,1.0581143319619706,-0.6939730878554988,0,1
2,-0.5095258215316947,-0.4303628237699172,0,1
2,-0.22638376737645077,-0.16675255968433558,0,1
2,1.1064556582811578,3.1283757413854345,0,1
2,-1.8561770547090715,1.0194936287007816,0,0
2,-0.5233376290514619,-0.2985576917271264,0,1
2,-0.33687822753459506,-0.2985576917271264,0,0
2,-1.863082958468955,0.09685770440124603,0,0
1,-0.9031623358450809,-0.6939730878554988,0,0
2,-1.7940239208701152,1.1512987607435725,0,0
2,-1.0481863148026451,-0.562167955812708,0,1
2,0.8992785454846383,0.09685770440124603,0,0
2,-0.1780424410572627,-0.562167955812708,0,0
2,1.5898689214730366,-0.562167955812708,1,1
1,0.8992785454846383,0.09685770440124603,0,0
2,-0.7581383568875176,-0.6939730878554988,0,1
0,0.5954187800497426,-0.562167955812708,0,1
2,-0.4128431688933185,-0.562167955812708,0,1
2,-0.5716789553706499,-0.6939730878554988,0,1
2,-0.08826569217877112,-0.6939730878554988,0,0
2,-1.3727637915171926,-0.4303628237699172,0,0
2,-0.10207749969853928,-0.6939730878554988,0,0
2,0.001511056699720468,-0.6939730878554988,0,0
2,-0.9307859508846172,-0.2985576917271264,0,1
2,1.8937286869079322,-0.6939730878554988,0,1
0,-0.34378413129447866,-0.6939730878554988,1,0
0,0.0705700942985603,-0.562167955812708,0,0
1,-0.7926678756869375,-0.562167955812708,0,0
2,-0.6752675117689096,-0.6939730878554988,0,0
0,1.5898689214730366,1.414909024829154,0,0
2,1.9558818207468884,-0.562167955812708,0,0
0,-0.48190220649215837,-0.562167955812708,1,0
2,-0.7512324531276341,0.3604679684868276,1,0
0,-0.5578671478508818,-0.2985576917271264,0,0
2,0.022228767979372222,-0.6939730878554988,0,1
2,-0.9169741433648491,-0.4303628237699172,0,1
0,-0.5854907628904181,0.22866283644403682,0,0
2,1.3619740973968644,-0.6939730878554988,0,0
2,-0.18494834481714728,-0.6939730878554988,0,1
2,0.7473486627671915,-0.562167955812708,0,0
2,0.22249997701600713,-0.6939730878554988,0,1
1,1.4379390387555897,-0.4303628237699172,0,0
0,1.5898689214730366,0.3604679684868276,1,0
2,-1.863082958468955,-0.562167955812708,0,1
2,1.9765995320265393,-0.562167955812708,0,0
2,-0.6614557042491415,-0.562167955812708,0,0
1,0.12581732437763296,-0.562167955812708,0,0
2,-0.6545498004892579,-0.6939730878554988,0,0
2,-0.454278591452622,-0.562167955812708,0,0
2,0.2708413033351962,-0.6939730878554988,1,0
1,-0.1366070184979592,-0.6939730878554988,0,0
1,0.6782896251683516,-0.6939730878554988,0,0
1,-0.371407746334015,-0.6939730878554988,0,0
0,1.6589279590718764,0.3604679684868276,1,0
2,-1.6213763268730155,-0.4303628237699172,0,0
2,-0.5233376290514619,-0.562167955812708,0,0
2,0.5125479349311356,-0.6939730878554988,0,1
2,1.1064556582811578,-0.562167955812708,0,0
2,-1.1724925824805565,2.205739817085899,1,0
2,0.38133576349333953,-0.6939730878554988,0,1
2,-0.8479151057660093,-0.562167955812708,0,0
2,2.75696665689343,-0.6939730878554988,0,0
1,-0.07445388465900295,-0.562167955812708,0,0
0,3.5442396855202047,-0.6939730878554988,0,0
2,-0.6890793192886778,1.2831038927863632,0,0
2,1.5898689214730366,1.546714156871945,0,0
1,0.20868816949623997,0.3604679684868276,0,0
2,0.5608892612503227,-0.6939730878554988,0,0
1,-1.1724925824805565,1.6785192889147356,0,0
2,0.6368542026090461,2.073934685043108,0,0
2,-0.7581383568875176,2.732960345257062,0,0
1,-1.863082958468955,-0.4303628237699172,0,0
0,-0.7374206456078659,0.09685770440124603,0,0
2,0.4849243198915993,-0.4303628237699172,0,1
0,-0.19185424857703087,-0.562167955812708,0,0
2,0.5194538386910192,-0.6939730878554988,1,1
0,-0.4335608801729703,-0.16675255968433558,1,0
2,0.008416960459604059,-0.6939730878554988,0,0
2,0.41586528229275943,0.09685770440124603,0,0
0,0.08438190181832748,1.2831038927863632,0,0
1,0.20868816949623997,0.8876884966579909,1,1
0,3.1091677486475127,0.3604679684868276,0,0
2,0.10509961309798022,-0.6939730878554988,0,0
0,0.10509961309798022,-0.562167955812708,1,0
1,-1.034374507282877,-0.4303628237699172,0,0
2,1.0719261394817379,-0.16675255968433558,0,1
1,0.41586528229275943,-0.562167955812708,0,0
2,-1.448728732875916,-0.2985576917271264,0,1
2,-0.10207749969853928,-0.2985576917271264,0,1
1,0.29155901461484696,-0.562167955812708,0,0
2,-0.9722213734439208,-0.562167955812708,0,1
0,-0.15041882601772735,-0.6939730878554988,0,0
2,0.9614316793235945,3.5237911375138067,0,0
1,1.451750846275357,1.0194936287007816,0,1
2,1.4793744613148931,-0.562167955812708,0,1
2,0.18797045821658723,1.546714156871945,0,0
0,0.08438190181832748,1.0194936287007816,0,0
1,-1.5868468080735956,2.4693500811714806,1,0
0,-0.48880811025204196,1.414909024829154,0,0
2,0.9683375830834781,-0.6939730878554988,0,1
1,-0.7167029343282142,-0.6939730878554988,0,1
1,0.8992785454846383,-0.2985576917271264,0,0
0,0.8992785454846383,0.3604679684868276,0,1
1,-1.863082958468955,-0.4303628237699172,0,0
1,-0.4128431688933185,-0.562167955812708,0,0
2,-0.6890793192886778,-0.562167955812708,0,1
2,0.9130903530044054,-0.4303628237699172,0,0
2,0.16034684317705286,-0.562167955812708,0,0
2,1.2652914447584902,-0.6939730878554988,0,0
2,1.3274445785974445,0.6240782325724092,0,0
1,-0.30925461249505876,-0.16675255968433558,0,0
2,2.011129050825959,-0.2985576917271264,0,1
1,0.8992785454846383,-0.2985576917271264,0,0
1,0.8992785454846383,0.3604679684868276,0,0
0,0.09819370933809662,-0.6939730878554988,1,0
0,-0.8271973944863575,-0.4303628237699172,0,0
2,2.1906825485829424,-0.6939730878554988,0,0
2,-0.1711365372973791,-0.562167955812708,0,1
2,-1.0412804110427605,-0.4303628237699172,0,0
2,1.5898689214730366,-0.16675255968433558,0,1
0,-0.8824446245654292,-0.6939730878554988,1,0
0,-2.1393191088643144,-0.562167955812708,0,0
1,0.13272322813751652,-0.6939730878554988,0,1
1,-0.36450184257413043,-0.4303628237699172,0,0
1,-0.8410092020061256,-0.562167955812708,0,0
1,0.001511056699720468,-0.562167955812708,0,0
2,0.29846491837473255,-0.562167955812708,0,0
2,0.6990073364480024,-0.6939730878554988,0,0
2,-0.48190220649215837,-0.2985576917271264,0,0
2,0.8302195078857985,0.4922731005296184,0,0
2,0.1465350356572837,-0.562167955812708,0,0
0,0.08438190181832748,0.22866283644403682,0,0
2,-0.4266549764130867,-0.6939730878554988,0,1
2,0.6092305875695118,0.09685770440124603,0,0
2,-0.5578671478508818,-0.4303628237699172,0,0
2,0.8992785454846383,0.3604679684868276,0,0
2,0.008416960459604059,-0.4303628237699172,0,1
2,0.6921014326881187,-0.6939730878554988,0,0
2,0.029134671739256792,-0.562167955812708,0,0
0,-2.0702600712654746,-0.034947427641544786,0,0
2,-0.04683026961946761,-0.6939730878554988,0,1
0,0.03604057549914038,-0.6939730878554988,0,0
2,-0.026112558339815857,-0.562167955812708,0,1
2,-0.48190220649215837,0.8876884966579909,0,0
0,0.8992785454846383,0.7558833646152,0,0
2,0.31227672589449973,-0.562167955812708,0,0
2,-1.0205626997631088,-0.4303628237699172,0,0
2,1.6243984402724565,-0.4303628237699172,0,0
2,-0.4128431688933185,-0.562167955812708,0,0
1,-1.0205626997631088,-0.4303628237699172,0,0
0,0.16725274693693645,-0.2985576917271264,0,0
2,-0.868632817045661,-0.562167955812708,0,0
2,-0.4611844952125066,-0.6939730878554988,0,1
2,-0.48190220649215837,0.4922731005296184,0,1
2,-0.8617269132857774,-0.562167955812708,0,1
0,0.05675828677879213,-0.562167955812708,0,1
2,-0.1642306335374955,-0.562167955812708,0,0
2,0.2294058807758927,-0.6939730878554988,0,1
1,-0.6062084741700698,-0.4303628237699172,0,1
2,-0.5647730516107663,-0.6939730878554988,0,1
0,0.41586528229275943,-0.562167955812708,0,0
2,0.13962913189740012,1.6785192889147356,0,0
1,-1.863082958468955,-0.6939730878554988,0,0
1,-0.4335608801729703,-0.6939730878554988,1,0
2,0.38133576349333953,-0.562167955812708,0,0
2,-0.4611844952125066,-0.6939730878554988,0,1
2,-0.8548210095258938,-0.6939730878554988,0,0
2,-0.7236088380880977,-0.562167955812708,0,1
2,0.05675828677879213,-0.562167955812708,0,1
0,0.20178226573635638,-0.6939730878554988,0,0
2,-0.5578671478508818,-0.4303628237699172,0,0
1,-0.8755387208055456,-0.4303628237699172,0,1
2,-0.8410092020061256,-0.4303628237699172,0,0
2,-0.27472509369563886,-0.6939730878554988,0,1
2,-0.33687822753459506,-0.6939730878554988,0,0
2,-0.22638376737645077,-0.562167955812708,0,0
1,0.37442985973345594,-0.562167955812708,0,0
2,-0.8410092020061256,2.732960345257062,0,0
0,0.20868816949623997,1.1512987607435725,0,0
0,-0.32306642001482694,-0.16675255968433558,0,0
2,1.7556106117102526,1.6785192889147356,0,0
2,-0.4749963027322748,-0.6939730878554988,0,1
2,1.9420700132271194,-0.4303628237699172,0,0
2,-0.1711365372973791,-0.4303628237699172,0,1
2,-0.005394847060163122,-0.562167955812708,0,0
2,1.8108578417893233,0.09685770440124603,1,0
1,0.1948763619764728,-0.4303628237699172,0,0
0,0.5539833574904391,0.4922731005296184,0,0
1,0.29846491837473255,-0.4303628237699172,0,0
2,-0.12279521097819103,-0.034947427641544786,0,1
2,0.9890552943631308,-0.6939730878554988,0,1
2,-0.6821734155287943,-0.6939730878554988,0,1
2,-0.03301846209969945,-0.4303628237699172,0,1
2,-0.4749963027322748,-0.4303628237699172,0,1
0,0.09819370933809662,-0.034947427641544786,0,0
2,0.8992785454846383,-0.4303628237699172,0,0
0,-1.1724925824805565,0.6240782325724092,0,0
2,-0.702891126808446,-0.2985576917271264,0,0
0,-1.5523172892741757,-0.2985576917271264,0,0
0,0.8992785454846383,0.6240782325724092,0,0
2,-0.951503662164269,-0.6939730878554988,0,0
1,-0.5785848591305345,-0.2985576917271264,0,1
2,-0.21947786361656718,-0.562167955812708,0,0
2,-0.019206654579931284,-0.6939730878554988,0,1
0,0.4711125123718321,-0.562167955812708,0,0
1,0.8992785454846383,-0.4303628237699172,0,0
2,-1.8216475359096513,-0.4303628237699172,0,1
2,0.3951475710131067,-0.6939730878554988,0,1
0,-1.4072933103166125,-0.4303628237699172,0,0
0,0.9269021605241746,1.0194936287007816,0,0
2,0.09128780557821303,-0.562167955812708,0,1
2,-0.5785848591305345,-0.562167955812708,0,1
2,-0.24710147865610252,-0.034947427641544786,0,0
2,-0.20566605609679903,-0.562167955812708,0,0
2,-0.39212545761366674,-0.4303628237699172,0,0
1,-1.7940239208701152,-0.16675255968433558,1,0
1,-0.6959852230485615,-0.6939730878554988,0,0
0,0.20868816949623997,0.4922731005296184,1,0
0,-0.48190220649215837,0.7558833646152,0,0
2,0.23631178453577628,-0.6939730878554988,0,0
2,-0.5716789553706499,-0.6939730878554988,0,0
2,0.31227672589449973,-0.6939730878554988,0,0
1,-0.454278591452622,-0.4303628237699172,0,0
2,0.1465350356572837,-0.6939730878554988,0,0
1,0.34680624469391963,-0.6939730878554988,0,0
0,0.20868816949623997,0.6240782325724092,0,0
2,0.40205347477299225,-0.6939730878554988,0,1
1,1.1547969846003447,0.4922731005296184,0,0
1,1.783234226749789,0.3604679684868276,0,0
2,0.4503948010921794,-0.6939730878554988,0,0
0,1.3274445785974445,-0.6939730878554988,0,0
0,-0.8133855869665894,-0.2985576917271264,0,0
1,-0.4335608801729703,-0.6939730878554988,0,0
0,-1.7387766907910434,1.1512987607435725,0,0
2,-1.863082958468955,0.6240782325724092,0,0
0,-0.35069003505436225,2.205739817085899,0,0
0,-0.454278591452622,2.073934685043108,1,0
0,-0.454278591452622,2.073934685043108,1,0
2,1.5069980763544295,3.5237911375138067,0,0
0,-0.27472509369563886,-0.034947427641544786,0,0
0,-1.863082958468955,3.2601808734282254,0,0
0,-1.0274686035229934,-0.034947427641544786,0,0
2,-0.012300750820047694,-0.6939730878554988,0,1
2,-0.7650442606474013,-0.6939730878554988,0,0
2,0.38133576349333953,-0.4303628237699172,0,0
2,0.3606180522136868,-0.6939730878554988,0,1
0,3.903346681034171,-0.6939730878554988,0,0
0,0.6230423950892789,1.0194936287007816,0,0
1,-1.8009298246299987,0.09685770440124603,0,0
2,-0.8617269132857774,0.09685770440124603,0,0
0,-1.1517748712009048,0.3604679684868276,1,0
0,0.7059132402078859,-0.6939730878554988,1,0
1,-0.6959852230485615,-0.562167955812708,0,1
0,-0.35759593881424684,-0.16675255968433558,0,0
2,0.022228767979372222,-0.6939730878554988,0,0
0,-0.48190220649215837,-0.4303628237699172,1,0
2,1.5898689214730366,0.22866283644403682,0,0
2,-1.863082958468955,0.09685770440124603,0,0
0,1.5898689214730366,0.4922731005296184,0,0
2,-0.6959852230485615,-0.2985576917271264,0,0
2,0.8992785454846383,-0.2985576917271264,0,0
0,-0.33687822753459506,-0.562167955812708,0,0
2,2.280459297461435,0.6240782325724092,0,0
1,-0.5923966666503017,-0.4303628237699172,0,0
2,1.5898689214730366,-0.2985576917271264,0,1
2,1.2376678297189538,-0.6939730878554988,0,1
1,-0.4059372651334349,-0.6939730878554988,0,1
1,-0.35759593881424684,-0.4303628237699172,0,0
1,1.36888000115675,0.22866283644403682,0,0
1,0.7611604702869585,-0.16675255968433558,1,0
1,0.7611604702869585,-0.6939730878554988,0,0
2,-0.7374206456078659,-0.562167955812708,0,0
0,-0.30925461249505876,-0.562167955812708,0,0
0,-0.8271973944863575,0.22866283644403682,1,0
0,-0.8271973944863575,-0.2985576917271264,1,0
0,-0.4957140140119265,-0.562167955812708,0,0
0,-2.2083781464631542,-0.4303628237699172,0,0
0,1.5898689214730366,0.22866283644403682,0,0
1,-0.6338320892096062,-0.4303628237699172,0,0
2,1.1893265033997649,-0.6939730878554988,0,0
